id	text	title
817278539_5942-6297	Bobby `` Elvis '' Munson ( Mark Boone Junior ) is the even - tempered treasury secretary of SAMCRO . He later becomes vice president when Jax takes over as president . He is murdered by August Marks after being taken hostage and having his eye cut out and fingers cut off and delivered to Jax . He was a victim of Gemma 's lies about how Tara died . Orlin	List of Sons of Anarchy characters
817278539_6312-6577	Orlin West , a.k.a. `` West '' ( Douglas Bennett ) is one of the three Sons Bobby recruited into the Redwood Original Charter in Season 6 . He was killed at the port warehouse by Lin 's men , in season 7 , while guarding the guns the Sons had stolen from Lin . Clay	List of Sons of Anarchy characters
817278539_6621-7205	Clarence `` Clay '' Morrow ( Ron Perlman ) , Jax 's stepfather , is the former president of SAMCRO and the youngest original member of the club . He has been married to Gemma since the death of her first husband , John Teller , in 1993 . Clay has been struggling with his age and developing arthritis . He is responsible for the death of Donna Winston , Piney Winston and an attempt on Tara 's life , leading Jax to strip him of his patch . Jax frames him for the murder of Damon Pope and later kills him for killing his father , John Teller and his other sins against the club . GoGo	List of Sons of Anarchy characters
817278539_7215-7609	GoGo ( Chris Browning ) , a Nomad who comes to Charming , appears in Season 5 and is voted into the club when the Nomad charter closes . He , Frankie , and Greg the Peg are working for Clay and are behind the breakins and attacks . GoGo is killed by Unser with a double - barrel shotgun when he and Greg the Peg go to kill Unser , unaware that Clay is there and has double - crossed them . Greg	List of Sons of Anarchy characters
817278539_7627-8089	Greg the Peg ( Kurt Yaeger ) is a Nomad who is missing a leg . He appears in Season 5 , when he and two other Nomads - Frankie , and GoGo - come to Charming when the Nomad chapter closes , and are voted into SAMCRO . Greg , Frankie , and GoGo are working for Clay and are behind the home invasion attacks . Clay kills Greg by shooting him in the head , when Greg and GoGo attempt to kill Unser , unaware that Clay is there and has double - crossed them . Frankie	List of Sons of Anarchy characters
817278539_8108-8820	Frankie Diamonds ( Chuck Zito ) , a New York Nomad who comes to Charming , appears in Season 5 and is voted into the club when the Nomad charter closes . He , GoGo , and Greg the Peg work for Clay and are behind the attacks and break - ins . Frankie kidnaps Nero ( Jimmy Smits ) , and requests $200,000 from the club from the `` cartel money . '' Nero hands over $130,000 in cash and a couple of `` nice watches '' as payment , in an effort to get Frankie to leave . Frankie shoots Opie 's wife Lyla , and takes Chibs as a hostage . He eventually leaves Charming with Mafia protection and is murdered by the same men he thought would protect him , before giving up Clay as the source of the home invasions . Kyle	List of Sons of Anarchy characters
817278539_8837-9786	Kyle Hobart is excommunicated from the club after abandoning Opie during an arson job , leading to Opie 's five - year incarceration . With Clay 's blessing , he returns to Charming to see his teenage son , Charlie Hobart ( William F. Nicol ) , and ends up trying to offer SAMCRO a business deal involving stolen goods to serve as repayment for his past mistake . Opie confronts Kyle and the two settle their beef , but Kyle has failed to perform the club mandate to remove his Sons of Anarchy back tattoo , so he is given a choice of removal methods ( `` fire or knife ? '' ) . Choosing fire , the tattoo is burned off Kyle 's back with a cutting torch . He loses consciousness during the process , and it is unknown if Kyle is still alive after being left on the steps of St. Thomas Hospital , where his ex-wife , April Hobart ( Liane Curtis ) is waiting to aid him after being tipped off by Gemma that Kyle would likely need medical care . Herman	List of Sons of Anarchy characters
817278539_9802-11511	Herman Kozik ( Kenny Johnson ) was a member of the Tacoma chapter of the Sons of Anarchy . He first appeared in the Season 2 episode `` The Culling '' where he provided extra muscle when the Charming clubhouse was on lockdown . He is a Former US Marine and an ex-junkie . He appeared again in the Season 3 premiere at Half - Sack 's wake , where he told Clay and Bobby that he wanted to come back to the Charming chapter . When Kozik showed up at SAMCRO with transfer papers , Tig vetoed the vote due to lack of trust . Kozik then decided to stick around to earn Tig 's trust . He and Piney lured the Mayans heroin shipment into SAMCRO 's hands after flattening the van 's tire . Later Kozik and Tig sneak into St. Thomas to silence the Calaveras member from the drive - by as part of SAMCRO 's new deal with the Mayans . Kozik has a contentious relationship with Tig and in episode 3.8 , Tig states that it involves a female from both of their pasts . When Tara Knowles and Margaret Murphy are taken hostage , Kozik proves to be useful . When Salazar demands that the club kills Marcus Alvarez , Kozik is the one who convinces Alvarez to play along to help buy time so SAMCRO can find a way to get the women back . Following Tara 's rescue , Tig once again votes against Kozik 's transfer . It is revealed that the `` woman '' from both of their pasts was a female dog named Missy . In Season 4 , Kozik is revealed to have been patched into SAMCRO after Tig went to Stockton Prison , a fact Tig happily accepts upon being released . He was killed in the episode `` Call of Duty '' by stepping on a landmine that exploded while fighting the Cartel , his last words were `` You got ta be shittin ' me '' . Half	List of Sons of Anarchy characters
817278539_11533-12641	Edward Kip `` Half - Sack '' Epps ( whom Gemma calls Eddie , Cherry calls Kip , and Tig sometimes calls Kippy ) was nicknamed Half - Sack because he lost his right testicle in the Iraq War . He is a prospect in seasons 1 - 2 , tasked with doing all menial jobs SAMCRO members do n't want to do . He 's not overly bright ( he stores a bloody deer 's head under the club 's pool table with the intention of mounting it on the wall , but does n't understand when Jax says it has to be stuffed ) . He 's loyal , brave , obedient , and earns Jax 's trust . When Clay overhears Half - Sack saying Gemma gives him a `` MILF chubby '' , Clay evens the score during a run to Indian Hills , Nevada by having sex with Cherry , whom Half - Sack shows romantic interest in . Half - Sack is a lightweight boxing champion , and in season 1 the club earns money from purses and bets on Half - Sack in order to buy guns from the Irish . In season 2 , Cameron Hayes stabs Half - Sack to death at Jax 's house , where Half - Sack is trying to protect Jax 's family . He is posthumously made a full patch member of SAMCRO . Eric	List of Sons of Anarchy characters
817278539_12657-13155	In Season 3 , Eric Miles a.k.a. `` Miles '' ( Frank Potter ) is SAMCRO 's newest patched - in member . He is introduced in the episode `` The Push '' as a prospect . Miles assists the club with tasks such as cleaning the clubhouse , providing backup when they break into Salazar 's house , and watching Gemma to make sure she does n't leave the clubhouse when she is hiding from the law . Miles is murdered by Juice to cover up what really happened with the cocaine stolen from the warehouse . John	List of Sons of Anarchy characters
817278539_13183-14627	John Thomas `` J.T. '' Teller ( May 5 , 1940 -- November 13 , 1993 ) ( voiced by Nicholas Guest ) founded the Sons of Anarchy with Piney Winston and was the club 's first president . He was Gemma 's first husband , and they had two children together , Jax and Thomas . Thomas `` Tommy '' Teller ( January 8 , 1984 -- April 4 , 1990 ) , died from a congenital heart defect at only six years old . As Jax reiterates to Opie in Season 2 , episode 10 ( `` Balm '' ) , J.T. died from injuries suffered from a vehicular accident while riding on I - 580 in California . Gemma states in an earlier episode and is shown in a Charming Police Department report in Season 4 , Episode 2 ( `` Booster '' ) : after J.T. 's Harley was `` sideswiped '' by a semi-trailer truck on November 11 , 1993 at 13 : 54 ; J.T. was dragged 178 yards , taken to St. Thomas Hospital , and died two days later . His home address on the police report is 8824 Sandy Creek in Charming , California . Deputy Chief Wayne Unser signed the report . In Season 4 , Episode 5 ( `` Brick '' ) , Unser says Clay killed J.T. and had Unser cover it up ; Clay responds he merely asked Unser to `` lose a little paperwork '' . Unser retorts that J.T. had written that Clay would make two attempts on his life . Several times in Season 7 , SAMCRO members are seen touching the roadside memorial dedicated to J.T. ( e.g. , in episode 7 `` Greensleeves '' and episode 13 `` Papa 's Goods '' ) .	List of Sons of Anarchy characters
817278539_14662-15691	Harry `` Opie '' Winston ( Ryan Hurst ) , the son of SAMCRO co-founder Piney , a member of SAMCRO , and best friend of Jax since childhood . Opie 's mother took him away from Piney and Charming when he was 16 , but he left her and returned to his father and the club . While married to Donna , Opie is sent to prison for five years , after being caught by police when his getaway driver ( Kyle Hobart ) abandons him at a crime scene , thus leaving Opie 's wife and two children , Ellie and Kenny , to fend for themselves during his incarceration . Upon his release , Opie 's family has difficulty making ends meet , which contributes to Opie 's decision to resume illegal activity with SAMCRO , against Donna 's wishes . After Donna is murdered , Lyla forms a relationship with Opie , who ultimately marries her . Opie purposely gets himself sent back to prison to help protect Jax and sacrifices himself when Pope wants one of the Sons dead . He is given a final farewell in the clubhouse with all of SAMCRO honouring him . Otto	List of Sons of Anarchy characters
817278539_15735-16836	`` Big Otto '' Delaney ( Kurt Sutter ) , was born in Colma , California on September 29 , 1963 and was a member of the Sons of Anarchy 's Charming chapter . He was imprisoned in Stockton state prison on charges of second - degree murder and vehicle theft , but is still in contact with the club . He is a powerful man on the inside and is the leader of the `` Big House Crew '' , a gang of imprisoned Sons of Anarchy members . He takes Chucky Marstein under his protection , and arranges , when Chucky is released , to have SAMCRO protect him from Lin . In Season 2 , Zobelle has the Aryan Brotherhood severely beat Otto , to `` humble '' Clay , and in the process the AB puts out Otto 's one good eye , leaving him almost blind . Also that season , Otto is heartbroken when Luann is murdered . In Season 6 , US Marshall Lee Toric targets Otto , in retaliation for Otto 's having killied Toric 's sister , and has Otto repeatedly raped and beaten in prison . Clay smuggles Otto a shank , which Otto uses to kill Toric and then to threaten the guards , in order to commit `` suicide by cop '' . Phillip	List of Sons of Anarchy characters
817278539_16872-17320	`` Filthy '' Phil ( Christopher Douglas Reed ) was one of three new prospects taken on after the death of Kip `` Half Sack '' Epps . Phil is responsible for guarding the first shipment of cocaine the club receives from the Galindo cartel along with Miles , new prospect Ratboy and Rafi from the Mayans Oakland Chapter . When some of the shipment is stolen Phil and the other guards are the main suspects despite Juice being the true culprit . Piney	List of Sons of Anarchy characters
817278539_17367-17578	Piermont `` Piney '' Winston ( William Lucking ) was a co-founder of SAMCRO and father of Opie Winston . He was a veteran of the Vietnam War and must carry an oxygen tank with him at all times due to emphysema .	List of Sons of Anarchy characters
817278539_17633-17950	`` Uncle '' Jury ( Michael Shamus Wiles ) is President of the friendly Devil 's Tribe Motorcycle Club in Indian Hills , Nevada , which SAMCRO patched over without prior warning in Season 1 . Jury and John Teller ( `` J.T. '' ) had served together in the same platoon in Vietnam and remained close friends afterwards .	List of Sons of Anarchy characters
817278539_17951-18469	In season 7 , SAMCRO called upon `` Indian Hills '' , and in turn Jury recruited `` local muscle '' , to help take down Lin 's gun buy ( which turned out to include an exchange of guns for heroin ) in Selma , and kill Lin 's men and customers . Jax , Chibs , and Bobby later killed the `` local muscle '' , and framed them for the takedown in Selma . When Jax later learns one of the murdered `` local muscle '' , Gib O'Leary , was Jury 's son , Jax erroneously assumes Jury took revenge by ratting out SAMCRO to Lin .	List of Sons of Anarchy characters
817278539_18470-19458	In season 7 , episode 8 ( `` Separation of Crows '' ) , Jury tells Jax that his father did n't die as rumored , in a motorcycle accident resulting from Clay 's having sabotaged his bike ( on which John died days after colliding with and being dragged by a semi truck ) . Rather , Jury said , J.T. deliberately `` checked out '' ( committed suicide ) , as `` That Panhead was an extension of John . He would have known if anything was wrong with it the second he kicked it over . ( ... ) Maybe it was his sacrifice . A way of letting his club and family survive . '' Jax disagreed , saying : `` My old man did n't kill himself . '' After exchanging further words , Jax knocked down Jury , who dropped his gun . When Jury reached for and grabbed it , Jax killed him with a single shot to the head . That action , witnessed by Jury 's VP and SAMCRO members , and Jax 's confession to it , led to Jax 's receiving a unanimous Mayhem vote in the series finale ( `` Papa 's Goods '' ) . Needles	List of Sons of Anarchy characters
817278539_19468-19629	Needles ( Jay Thames ) is vice president of the Devil 's Tribe Motorcycle Club chapter . He follows Jury in patching over into a Sons of Anarchy chapter . Hopper	List of Sons of Anarchy characters
817278539_19639-19873	Hopper ( Steve Howey ) is a Sons of Anarchy North Vegas charter member . He is approached by Bobby Munson to join SAMCRO and says he wants in , but changes his mind after being scared off by the bombing of the SAMCRO clubhouse . Other	List of Sons of Anarchy characters
817278539_19904-20150	Sometime after the events of season one , Needles is no longer the VP of the Indian Hills charter and has been replaced by Gaines . Gaines is voted in as the charter 's President after Jury is killed . Mickey is then voted in as Gaines ' new VP .	List of Sons of Anarchy characters
817278539_20176-21095	`` The First 9 '' refers to co-founders John Teller and Piermont `` Piney '' Winston , plus the first seven members of the Sons of Anarchy . Lenny `` The Pimp '' Janowitz , who is serving a life sentence and speaks through a voicebox , is the only First 9 member still alive . John Teller died in a motorcycle accident in 1993 ( purportedly caused by Clay Morrow 's having sabotaged J.T. 's bike , with Gemma 's blessing . Clay was shown to have executed both former SAMBEL president Keith McGee in Belfast , Northern Ireland ( by pushing him off a rooftop ) , for betraying the club , and Piermont `` Piney '' Winston at Piney 's cabin ( via a shotgun blast to the chest ) , when Piney threatened to reveal John Teller 's incriminating letters to the rest of the Sons of Anarchy . The other four First 9 members were Wally Grazer , Thomas `` Uncle Tom '' Whitney , Chico Villenueva , and Otto `` Li'l Killer '' Moran .	List of Sons of Anarchy characters
817278539_21141-21291	Keith McGee ( Andy McPhee ) was the president of the Sons of Anarchy Belfast chapter ( SAMBEL ) in Northern Ireland and a member of the First 9 . Liam	List of Sons of Anarchy characters
817278539_21309-21473	Liam O'Neill ( Arie Verveen ) was the Sergeant - At - Arms of the Belfast charter of the Sons of Anarchy for 10 years and was in a relationship with Cherry . Seamus	List of Sons of Anarchy characters
817278539_21488-21793	Seamus Ryan ( Darin Heames ) is the current president of SAMBEL . McGee was the original SAMBEL president and Ryan was the SAMBEL vice president during the betrayals and executions of McGee and Sergeant - at - Arms Liam O'Neill . After McGee and O'Neill are executed , Ryan is tapped as president . Luther	List of Sons of Anarchy characters
817278539_21812-22263	Luther Barkwill ( Dominic Keating ) , is the current vice president of SAMBEL . He was the road captain for the SOA Newcastle chapter and eventually for SAMBEL . Although hesitant at times , he is a quick reactor . An example includes him being hesitant to run the police off the road to prevent them from hauling off SAMCRO , but after Gemma jumped on the accelerator and ran them off the road , Luther jumped out and started firing rapidly . Padraic	List of Sons of Anarchy characters
817278539_22281-22441	Padraic Telford ( Lorcan O'Toole ) , Chibs ' nephew , was accidentally killed in an explosion triggered by Liam O'Neill in an attempt to take out SAMCRO . Minor	List of Sons of Anarchy characters
817278539_22466-22687	Following SAMCRO 's arrival in Ireland , in an attempt to bring back Abel , several additional members of the Belfast chapter have appeared on the scene , including Geezer ( Jason McDonald ) , and Scrum ( Darren Keefe ) .	List of Sons of Anarchy characters
817278539_22729-23043	Armando ( Lobo Sebastian ) , president of the Sons of Anarchy Tucson chapter ( SAMTAZ ) in Tucson , Arizona , was beheaded by a cartel . The rest of his body was discovered in the back of a truck by the Sons of Anarchy and the Mayans , and his body was sent back to his club in Tucson , along with his head . Benny	List of Sons of Anarchy characters
817278539_23053-23309	Benny ( Rolando Molina ) , the Sergeant - at - Arms for the Tucson chapter , was kicked out with vice president Huff for blackmailing a fellow member , Reggie , and murdering another member in order to cover up a non-club - sanctioned meth cook shop . Huff	List of Sons of Anarchy characters
817278539_23319-23543	Huff ( Brian Goodman ) , the vice president of the Tucson chapter , was kicked out for blackmailing a fellow member , Reggie , and murdering another member in order to cover up a non-club - sanctioned meth cook shop . Reggie	List of Sons of Anarchy characters
817278539_23553-23924	Reggie ( John Bishop ) , a member of the Sons of Anarchy Tucson chapter ( SAMTAZ ) in Tucson , Arizona , was caught by former vice president Huff sleeping with another member 's wife . Huff used this information to blackmail Reggie in order to cover up a non-club - sanctioned meth cook shop and the murder of another member , who happened to be Reggie 's sponsor . Minor	List of Sons of Anarchy characters
817278539_23949-24093	Little Paul , a SAMTAZ member , was murdered by Huff and Benny . Another yet - to - be-named member has also appeared , played by Burton Perez .	List of Sons of Anarchy characters
817278539_24119-24362	The Sons of Anarchy San Bernardino chapter ( SAMDINO ) is led by president Les Packer ( Robert Patrick ) , while John Hensley portrayed Yates - the two actors having previously played father and son , David and Eric Scatino , in The Sopranos .	List of Sons of Anarchy characters
817278539_24395-24538	The Tacoma chapter 's president is Lee ( Lee `` Hamco '' Staskunas ) , while other , still unseen , members include Bowie , Donut , and Lorca .	List of Sons of Anarchy characters
817278539_24580-24827	The yet - to - be-named president of the Oregon chapter ( Joe Rose ) has made one appearance , as have Reno chapter members Montez ( Jacob Vargas ) and West ( Douglas Bennet ) , and a yet - to - be-named nomad member ( Eric `` Mancow '' Muller ) .	List of Sons of Anarchy characters
817278539_24876-25265	Wendy Case ( Drea de Matteo ) is Jax Teller 's ex-wife and Abel Teller 's biological mother . Wendy intentionally became pregnant in hopes of it would keep Jax with her . She is a drug addict who used methamphetamine during her pregnancy , which nearly killed Abel , who was born 10 weeks premature with a hereditary heart malfunction and a defect in his abdominal wall ( gastroschisis ) .	List of Sons of Anarchy characters
817278539_25288-25670	Lyla Dvorak - Winston ( Winter Ave Zoli ) , a porn star employed by Luann Delaney , is introduced in Season 2 . She and Opie begin to grow close from the time they meet . A single parent like Opie , she helps him with his children and marries him in the first episode of Season 4 . After Opie 's death , she continues to raise his children and goes on to run Red Woody in Season 7 .	List of Sons of Anarchy characters
817278539_25693-26019	Fiona Larkin ( Bellina Logan ) is Chibs ' estranged wife , introduced in Season 2 . Fiona first appears at Chibs ' bedside when he is hospitalized after nearly being killed by a car bomb . They have a daughter together , and Fiona still loves Chibs , but was taken as Jimmy O 's prize after Jimmy banished Chibs from Ireland .	List of Sons of Anarchy characters
817278539_26043-26118	Precious Ryan ( Eileen Grubba ) is Bobby 's ex-wife and mother of his son .	List of Sons of Anarchy characters
817278539_26154-26598	Cherry ( Taryn Manning ) is a `` sweet butt '' ( pass around club groupie ) from Indian Hills , Nevada , whose real name is Rita Zambell . After leaving her abusive husband and burning down their condo , she aligns herself with the Devil 's Tribe . She bonds with Kip `` Half - Sack '' Epps and eventually becomes his old lady , but SAMCRO sends her to Canada , then Ireland , to escape arrest for arson . She becomes Liam 's lover in Ireland .	List of Sons of Anarchy characters
817278539_26621-26922	Mary Winston ( Julie Ariola ) is Piney Winston 's ex-wife and Opie 's mother . She moved away from Charming and took Opie with her after divorcing Piney . However , she returns to temporarily look after her grandchildren when Opie is arrested . She consoles the distraught Opie after Donna 's murder .	List of Sons of Anarchy characters
817278539_26998-27286	Gemma Teller - Morrow ( Katey Sagal ) was the queen of Charming under Clay 's rule and also the female main character from the show . A Machiavellian schemer and expert in psychological manipulation , Gemma was the wife of Clay Morrow , the widow of John Teller and mother of Jax Teller .	List of Sons of Anarchy characters
817278539_27346-27539	Dr. Tara Knowles - Teller ( Maggie Siff ) was Jax 's main love interest . In Season 5 , Jax and Tara become husband and wife . She was also the mother of his son Thomas and stepmother to Abel .	List of Sons of Anarchy characters
817278539_27563-28067	Luann Delaney ( Dendrie Taylor ) is Gemma 's best friend and runs a pornography studio , CaraCara , having received financial backing from Big Otto , her husband . She reluctantly partners with SAMCRO for protection , after her rival Georgie Caruso makes escalating attacks on her business . She begins a sexual relationship with Bobby Munson to buy his silence , after he discovers she has been skimming money from the CaraCara partnership . Ultimately , Georgie has her killed , which devastates Otto .	List of Sons of Anarchy characters
817278539_28091-28265	Donna Lerner - Winston ( Sprague Grayden ) is Opie 's wife and the mother of his two children . She does n't trust SAMCRO after Opie serves extensive jail time for the club .	List of Sons of Anarchy characters
817278539_28291-28436	Kerrianne Larkin - Telford ( Q'orianka Kilcher ) is the teenage daughter of Chibs Telford and Fiona Larkin , raised by Fiona and Jimmy O'Phelan .	List of Sons of Anarchy characters
817278539_28437-28556	Abel Teller is the son of Jax Teller and Wendy Case . Wendy purposely gets pregnant with Abel to try to hold onto Jax .	List of Sons of Anarchy characters
817278539_28557-28726	Thomas Teller is the son of Jax Teller and Tara Knowles . The younger half - brother of Abel Teller , Thomas is named after Jax 's dead brother and Gemma 's second son .	List of Sons of Anarchy characters
817278539_28727-28910	Dawn Trager ( Rachel Miner ) and Fawn Trager ( Lexi Sakowitz ) are the daughters of Alex `` Tig '' Trager and his ex-wife Colleen . Dawn first appears in the episode `` With An X . ''	List of Sons of Anarchy characters
817278539_28911-29029	Ellie and Kenny Winston ( Lela Jane Cortines and John Abendroth ) are the daughter and son of Opie and Donna Winston .	List of Sons of Anarchy characters
817278539_29078-29205	Agent Estevez ( Marcos de la Cruz ) is an agent of the Department of Justice , working under Agent Stahl to bring SAMCRO down .	List of Sons of Anarchy characters
817278539_29272-29639	David Hale ( Taylor Sheridan ) is the deputy chief of the Charming Police Department . Chief Unser nicknames him `` Captain America '' for his black - and - white views and squeaky clean image ( prior to his involvement with L.O.A.N. and sexual encounter with an ATF agent ) , adherence to the law and , possibly , because of his square - jawed all - American looks .	List of Sons of Anarchy characters
817278539_29673-30159	Lieutenant Althea Jarry ( Annabeth Gish ) is the Lieutenant of the San Joaquin Sheriff Department , who is sent to replace the late Eli Roosevelt after his murder . Unser becomes her consultant and helps out in Tara 's murder case . Jarry is also shown to have an attraction to SAMCRO member Chibs Telford , which is mutual as they are shown kissing and even sleeping together . She accepts bribe money from the club as a means to earn their trust and establish a working relationship .	List of Sons of Anarchy characters
817278539_30210-30827	Agent Joshua `` Josh '' Kohn ( Jay Karnes ) is a Bureau of Alcohol , Tobacco , Firearms and Explosives agent pretending to investigate SAMCRO . He and Dr. Tara Knowles dated in Chicago until he became threatening and she obtained a restraining order against him . He later stalks Tara in Charming becoming increasingly violent and unhinged . This culminates in him trying to rape Tara , who shoots him in the gut . Tara calls Jax because she does n't know what to do with the bleeding out Kohn , and when he insults Tara , Jax kills him . The Santa Rosa Press Democrat called the character `` terrifically creepy . ''	List of Sons of Anarchy characters
817278539_30857-31182	Agent Grad Nicholas ( David Rees Snell ) is an FBI agent assigned to investigate the SAMCRO 's arms trafficking business . He works closely with Assistant U.S. Attorney Lincoln Potter , often by his side during various points in the investigation . The character 's name is a reference to FX network executive Nicholas Grad .	List of Sons of Anarchy characters
817278539_31211-31610	District Attorney Thyne Patterson ( C.C.H. Pounder ) is the San Joaquin County District Attorney from Stockton assigned to aggressively address the violence plaguing Charming , specifically from a school shooting resulting in the deaths of four children using a gun acquired from the Sons of Anarchy motorcycle club . To do so , she works with former U.S. Marshal Lee Toric to investigate the Sons .	List of Sons of Anarchy characters
817278539_31635-32480	Lincoln `` Linc '' Potter ( Ray McKinnon ) , who in Season 4 , Episode 2 says he is a Modesto , California native , is an eccentric , manipulative assistant U.S. attorney operating out of Charming in Season 4 and the head of a joint agency task force targeting the Sons of Anarchy 's arms trafficking business under the Racketeer Influenced and Corrupt Organizations Act , as well as the Real IRA and the Galindo cartel . He rides a motorcycle , dresses like a biker , and somewhat resembles John Teller , which causes Gemma to ask Lincoln if she knows him . Lincoln disapproves of Hale 's conflict of interest as both a real estate developer and local government representative , and in the Season 4 finale produces evidence at the Charming city council meeting about Hale 's investor that kiboshes Hale 's proposed luxury real estate project .	List of Sons of Anarchy characters
817278539_32515-32965	Lieutenant Eli Roosevelt ( Rockmond Dunbar ) is a member of the San Joaquin County Sheriff 's Department and the head of Charming 's law enforcement following the dissolution of the Charming Police Department . Prior to his assignment in Charming , he spent 15 years in Oakland working as part of an anti-gang task force . In the Season 6 finale , Eli finds Tara 's corpse and , while he 's chastising Gemma , Juice shoots him dead to protect Gemma .	List of Sons of Anarchy characters
817278539_32966-33483	In Season 4 , Episode 2 Eli 's wife is shown to have fertility problems , and in later episodes that season she helps Gemma , who visits her flower shop for assistance with wilting plants , successfully solicits a $5,000 `` Gold Circle Club '' donation from Gemma ( donated in Tara 's name ) , and receives a $75,000 joint donation from Clay and Oswalt , to save the community garden where Gemma 's father taught Gemma to plant seeds . Later in the series Eli 's wife is murdered by men Clay hired to scare the town .	List of Sons of Anarchy characters
817278539_33505-33590	Agent Smith ( Derwin Jordan ) is Agent Stahl 's ATF partner during the first season .	List of Sons of Anarchy characters
817278539_33643-34503	Agent June Stahl ( Ally Walker ) is an ATF agent investigating the club 's involvement in arms trafficking after Deputy Chief Hale calls in the ATF in retaliation when Chief Unser does not retire as previously expected . Stahl is responsible for the death of Donna Winston , Opie Winston 's wife , when she frames Opie as a rat to Clay . Later Stahl attempts to frame Chibs . Stahl and Jax make an agreement to get Gamma out of her charges , ( that happened when Stahl framed her murder ) and for a lighter sentence for the members of SAMCRO . Stahl is killed at the end of season 3 , by Opie who tells her , `` put your hands on the wheel . This is what she felt '' , referring to the moment his wife , Donna , ( killer thought was Opie ) was mistakenly gunned down , & shot in the back of the head , all because of her lies in framing Opie as a rat to Clay .	List of Sons of Anarchy characters
817278539_34525-34762	Victor `` Vic '' Trammel ( Glenn Plummer ) was the local sheriff , and an ally of the SAMCRO . A close friend of his is murdered by survivalists using guns provided by the Sons , prompting Vic to seriously question his ties to the club .	List of Sons of Anarchy characters
817278539_34788-34918	Amy Tyler ( Pamela J. Gray ) is an ATF agent who is both June Stahl 's professional and personal partner during the third season .	List of Sons of Anarchy characters
817278539_34967-35295	Wayne Unser ( Dayton Callie ) is the chief of the Charming Police Department . He also owns Unser Shipping trucking company , and is not above using the SOA for protection and other questionable activities related to his business . He is an ally of Clay Morrow , a longtime resident of Charming , and cares for the town deeply .	List of Sons of Anarchy characters
817278539_35315-36238	Lee Toric ( Donal Logue ) is a former U.S. Marshal forced into retirement for a variety of reasons , including excessive use of force and racial profiling . His only family is his sister Pamela Toric , who works as a nurse at Stockton prison 's infirmary . When she is killed by former SAMCRO member Otto Delaney to end the RICO case facing the club , Toric vows revenge . Toric has Otto repeatedly beaten up and raped in prison , hoping to force him into confessing against SAMCRO ( as well as satisfying his vengeance for Pamela ) and even takes Clay to see the injured Otto in the prison infirmary , though Clay slips Otto a shiv . Believing his tactics are working and he has convinced Otto to bring down SAMCRO , he instead finds a vulgar message about Pamela written on the notepad , prompting him to attack Otto . Otto stabs him multiple times with the shiv and finally slits his throat as the prison guards arrive .	List of Sons of Anarchy characters
817278539_36264-36565	Charles `` Charlie '' Barosky ( Peter Weller ) is a corrupt former police officer who still has ties with the local police agency and controls rackets in Stockton . He makes numerous deals with people to provide police protection for money . His main operation center is a bakery he owns in Stockton .	List of Sons of Anarchy characters
817278539_36636-36719	Father Kellan Ashby ( James Cosmo ) is the consigliere of the Real IRA in Belfast .	List of Sons of Anarchy characters
817278539_36743-36930	Maureen Ashby ( Paula Malcomson ) is the widow of Keith McGee . She has ties to the SOA through her late husband and ties to the Real IRA through her older brother , Father Kellan Ashby .	List of Sons of Anarchy characters
817278539_36964-37206	Trinity Ashby ( Zoe Boyle ) is Maureen Ashby 's adult daughter and McGee 's stepdaughter . Her mother Maureen was 18 when she gave birth to Trinity , who is unaware that John Teller , the founder of the Sons of Anarchy , was her real father .	List of Sons of Anarchy characters
817278539_37241-37547	Declan Brogan ( Bart McCarthy ) , Peter Dooley ( Paul Collins ) and Brendan Roarke ( Bob McCracken ) are the council of the Real IRA in Belfast . First seen thanking SAMCRO for proving Jimmy O. to have gone rogue , they later propose developing the relationship between the Sons and True IRA even further .	List of Sons of Anarchy characters
817278539_37578-37999	Brothers Sean and Michael Casey ( Dan Hildebrand and Glenn Keogh ) are members of the Real IRA in Belfast , and very close to Father Ashby . Maureen Ashby describes them as `` being like sons to him . '' Following Father Ashby 's order , they kill Cameron Hayes and dispose of his body . Michael is executed by Jimmy O. , who attacks Maureen Ashby 's home when the SOA are on a protection run in the episode `` Turas . ''	List of Sons of Anarchy characters
817278539_38015-38232	Donny ( Joel Tobeck ) is Jimmy 's right - hand man in Belfast . He is a man of reason that tries to keep Jimmy 's wild tendencies under control . He successfully tortures Sean Casey for information about Abel Teller .	List of Sons of Anarchy characters
817278539_38256-38590	Cameron Hayes ( Jamie McShane ) is McKeavey 's cousin and a member of the Real IRA . He becomes SAMCRO 's new contact and gun runner after McKeavey 's death . Cameron gives back the $200,000 SAMCRO paid for a gun shipment in addition to a month of free guns , as payment for killing Oakland Port Authority Commissioner Brenan Hefner .	List of Sons of Anarchy characters
817278539_38613-39160	Edmond Hayes ( Callard Harris ) is Cameron Hayes ' son and business partner . He is from South Armagh . Throughout Season 2 , he has as much clout in the business as his father , often making deals and judgment calls on his own . Edmond becomes a rat and is later killed by agent Stahl when he starts to run , after punching her in abdomen when she says his , `` da raised an Irish p * ssy '' . Edmond 's death is framed on Gamma , by agent Stahl , after she follows Polly inside , and kills her in self - defense , just after Stahl kills Edmond .	List of Sons of Anarchy characters
